COMPANY_NAME,SECTOR_NAME,SYMBOL,OPEN_PRICE,CLOSE_PRICE,HIGH_PRICE,LOW_PRICE,TOTAL_TRADED_QUANTITY,BUSINESS_DATE
United Modi Hydropower Ltd.,Hydro Power,UMHL,273.7,271,274.4,263.1,22401,3/14/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,749.7,735.5,764,732.5,3535,3/14/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,323.2,324.5,333,319,11997,3/14/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,892.2,924,924,890.2,370,3/14/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,252,250.9,252,241,2479,3/14/2023
Himalayan Hydropower Limited,Hydro Power,HHL,302,304,305,297.1,8414,3/14/2023
Himalayan Bank Limited,Commercial Banks,HBL,236.8,235,236.8,230,68992,3/15/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,323,319.9,323,306.1,13182,3/15/2023
Everest Bank Limited,Commercial Banks,EBL,510,504.9,511,492,18853,3/15/2023
Siddhartha Bank Limited,Commercial Banks,SBL,278,268,278.4,265.2,35518,3/15/2023
Butwal Power Company Limited,Hydro Power,BPCL,324.9,318,325,316,5117,3/15/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,469.4,468,472,462.2,21201,3/15/2023
Sanima Bank Limited,Commercial Banks,SANIMA,241,241.5,244.6,238.5,24582,3/15/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,19900,20145,20145,19900,60,3/15/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,2090,2038,2095,2026,19424,3/15/2023
Pokhara Finance Ltd.,Finance,PFL,372,378,378.7,372,3045,3/15/2023
NMB Bank Limited,Commercial Banks,NMB,219,219,220.9,217.9,51000,3/15/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,321,317.1,323,315.5,6720,3/15/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,322.1,324.9,331.9,318.8,4180,3/15/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,820,808,825,795,1958,3/15/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,305,301,305,297,59800,3/15/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,620.1,613,620.1,596.9,4526,3/15/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,277.7,271.9,277.7,270,22355,3/15/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,312.8,302,312.8,302,7984,3/15/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,641,627,641,627,2747,3/15/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,265,267,267,263,2422,3/15/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,260.2,260,264,258.2,12869,3/15/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,765,775,775,749.7,549,3/15/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,685,657.6,712.7,657.6,293,3/15/2023
API POWER COMPANY LIMITED,Hydro Power,API,257.5,255.9,260,254,51306,3/15/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,559,557,565,548.2,6098,3/15/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,760,747,765,747,1566,3/15/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,697,692,697,675.2,3186,3/15/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,572,565,572,559,4937,3/15/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,195,193.3,197,193,47993,3/15/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,278,273.8,278,268,58046,3/15/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1327.1,1315,1330,1315,3739,3/15/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,276,270.3,276,268,27159,3/15/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,627.1,618,628,616,721,3/15/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,330.9,322,330.9,320.2,5902,3/15/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,905.6,895,910,893.1,187,3/15/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,254,246.1,254,233.3,8655,3/15/2023
Himalayan Hydropower Limited,Hydro Power,HHL,303,302,309,296.2,3820,3/15/2023
Himalayan Bank Limited,Commercial Banks,HBL,231,236,238,225.7,18022,3/16/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,320,318.6,320,310.1,17106,3/16/2023
Everest Bank Limited,Commercial Banks,EBL,500,501.1,506,498.1,14420,3/16/2023
Siddhartha Bank Limited,Commercial Banks,SBL,273,263,273,260,63161,3/16/2023
Butwal Power Company Limited,Hydro Power,BPCL,318,318,320,315,3608,3/16/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,465,469.9,471,462,17602,3/16/2023
Sanima Bank Limited,Commercial Banks,SANIMA,244,239.7,244,238.1,34591,3/16/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,20145,20145,20145,20145,50,3/16/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,22200,22310,22748,22200,430,4/10/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,1850.1,1851,1880,1840,12172,4/10/2023
Pokhara Finance Ltd.,Finance,PFL,343,337,345.5,337,4085,4/10/2023
NMB Bank Limited,Commercial Banks,NMB,221,227,227.9,216.6,48581,4/10/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,304.8,302,309.8,300,2541,4/10/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,301,292.4,304,292.4,2130,4/10/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,755,758,760,749,2513,4/10/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,279.5,276.1,282.7,274.4,59831,4/10/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,583,575.9,584.5,563.5,1983,4/10/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,261.1,258.8,266.3,256,10224,4/10/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,282.5,278.5,287.9,277.8,6070,4/10/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,573,585,588,560.6,3131,4/10/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,246,250.1,250.9,246,1251,4/10/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,254,252,254.8,249,9513,4/10/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,602,600,609,597,493,4/10/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,610,611,611,595,160,4/10/2023
API POWER COMPANY LIMITED,Hydro Power,API,242,245.9,248.5,242,58572,4/10/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,501,500,507,495.1,1126,4/10/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,839,800,839,792.9,3110,4/10/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,695.5,680,695.5,671.1,1808,4/10/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,530,535,535,523,5043,4/10/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,183,184,187,181.5,45696,4/10/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,258.3,261,264,258.3,28012,4/10/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1215,1195,1217.9,1190,1371,4/10/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,230,232,234.9,229,21303,4/10/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,591,585,591,567.5,200,4/10/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,294,296,298,292,4090,4/10/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,780.1,799.9,809,780.1,1002,4/10/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,232,230,233.5,222.1,8135,4/10/2023
Himalayan Hydropower Limited,Hydro Power,HHL,269,277,278,267,3940,4/10/2023
Himalayan Bank Limited,Commercial Banks,HBL,219,222.3,222.5,218.1,33480,4/11/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,308,306.9,314,301.7,10203,4/11/2023
Everest Bank Limited,Commercial Banks,EBL,490,483,490,481,11619,4/11/2023
Siddhartha Bank Limited,Commercial Banks,SBL,254,252.5,254,249,59409,4/11/2023
Butwal Power Company Limited,Hydro Power,BPCL,312,309,312,306.1,5587,4/11/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,460.1,469,469,460.1,18514,4/11/2023
Sanima Bank Limited,Commercial Banks,SANIMA,233,234.9,235,229.5,21913,4/11/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,22756,23800,23868,22756,380,4/11/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,1879.9,1920,1920,1857,16410,4/11/2023
Pokhara Finance Ltd.,Finance,PFL,335,348.8,348.8,335,5029,4/11/2023
NMB Bank Limited,Commercial Banks,NMB,231,227.6,231,223.5,47241,4/11/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,308,309,309,303,2071,4/11/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,292.4,302,304,292.4,2849,4/11/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,755,762.8,764.9,753,1412,4/11/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,279,290.5,290.9,277,27426,4/11/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,570,598.9,598.9,565.1,630,4/11/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,259.2,264,264,259.1,11082,4/11/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,282,286,287.6,279,6062,4/11/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,577,588,594,560,3859,4/11/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,252,252,254,250.1,1449,4/11/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,253.1,254,256.4,249,10378,4/11/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,600,610,610,598,386,4/11/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,611,619,619,598.8,276,4/11/2023
API POWER COMPANY LIMITED,Hydro Power,API,246,251.5,251.8,245.8,63448,4/11/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,500,501,505,492.1,675,4/11/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,808.9,785,808.9,768,895,4/11/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,693,698.9,698.9,679.2,843,4/11/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,535,543.9,543.9,531,712,4/11/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,187.6,187.9,188,183.2,48895,4/11/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,266,265.1,266.9,261,33618,4/11/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1177,1218,1218.9,1177,1881,4/11/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,230.1,237.9,238.8,230.1,20444,4/11/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,590,590,590,590,50,4/11/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,295,318,318,295,9143,4/11/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,815.8,837,837,810,940,4/11/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,234.6,234.5,243.9,220.6,7660,4/11/2023
Himalayan Hydropower Limited,Hydro Power,HHL,271.5,277,293.7,271.5,4679,4/11/2023
Himalayan Bank Limited,Commercial Banks,HBL,225,235,236,222.7,48115,4/12/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,309,318.9,319.9,309,37682,4/12/2023
Everest Bank Limited,Commercial Banks,EBL,492,507.2,509,492,20280,4/12/2023
Siddhartha Bank Limited,Commercial Banks,SBL,257,265,265.2,255.1,43283,4/12/2023
Butwal Power Company Limited,Hydro Power,BPCL,315.1,320,324,311,9095,4/12/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,469,490,490,462.1,44824,4/12/2023
Sanima Bank Limited,Commercial Banks,SANIMA,239.3,246.8,247,239.3,65426,4/12/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,23899,25000,25000,23899,120,4/12/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,1957,2045,2045,1955,30120,4/12/2023
Pokhara Finance Ltd.,Finance,PFL,355,378.5,378.5,355,9626,4/12/2023
NMB Bank Limited,Commercial Banks,NMB,231.9,239,239,229.1,64098,4/12/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,312.9,325,327.8,312.9,12879,4/12/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,302,323.9,325,302,11865,4/12/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,762.8,800,800,762.8,2870,4/12/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,2020,2015,2050,2005,18979,3/16/2023
Pokhara Finance Ltd.,Finance,PFL,382,380,382,373.3,4415,3/16/2023
NMB Bank Limited,Commercial Banks,NMB,219,221,222,218,32636,3/16/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,315,324.9,325.4,315,4001,3/16/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,331.3,326,331.3,319.3,5132,3/16/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,800,803.9,803.9,790,3386,3/16/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,295.2,300,304,295.2,42757,3/16/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,602,602.7,618,590,2728,3/16/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,272,274.9,276,270,7598,3/16/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,306.9,301,306.9,300,11421,3/16/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,636,605,636,600.1,7011,3/16/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,268,264,268,264,1588,3/16/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,255.1,259.6,263.9,255.1,15573,3/16/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,760,751,770,751,663,3/16/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,670,690,690,669.8,693,3/16/2023
API POWER COMPANY LIMITED,Hydro Power,API,256.5,258.6,260.8,253,72685,3/16/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,547.1,545,557.1,543,2161,3/16/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,747,749,749.9,735,947,3/16/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,681,685,692,666.5,2239,3/16/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,570,563,570,558.6,1510,3/16/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,193.4,196.5,196.8,192,51327,3/16/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,270.5,275.2,277,270.5,33519,3/16/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1340.9,1290,1340.9,1290,4844,3/16/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,266.1,273.6,275,266.1,21315,3/16/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,609.5,619,619,598,1420,3/16/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,328,320.7,328.4,320.5,9411,3/16/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,880,868,880,868,573,3/16/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,245,246.6,247.4,236,5537,3/16/2023
Himalayan Hydropower Limited,Hydro Power,HHL,298,298,305,296,14336,3/16/2023
Himalayan Bank Limited,Commercial Banks,HBL,233,236,239,232,15414,3/19/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,322.9,316.9,322.9,312.3,31454,3/19/2023
Everest Bank Limited,Commercial Banks,EBL,505,505,506,500,19303,3/19/2023
Siddhartha Bank Limited,Commercial Banks,SBL,257.8,261,267,255,67933,3/19/2023
Butwal Power Company Limited,Hydro Power,BPCL,320,319,324,318.1,6748,3/19/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,470,469,471,463.2,21725,3/19/2023
Sanima Bank Limited,Commercial Banks,SANIMA,239,239,242,238.5,34007,3/19/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,20145,20210,20210,20000,140,3/19/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,2050,1975,2050,1975,30708,3/19/2023
Pokhara Finance Ltd.,Finance,PFL,373,373.1,379.9,373,2440,3/19/2023
NMB Bank Limited,Commercial Banks,NMB,220,220.9,222,219,47758,3/19/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,320,324,326.8,318,4687,3/19/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,320.1,327,332.5,319.5,1733,3/19/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,800,795,800,790,3648,3/19/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,300,299,304,297,23300,3/19/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,230,226,230,223.5,14480,3/16/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,223,221.1,225.9,221,14057,3/16/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,616,613,616,605,5043,3/16/2023
Janaki Finance Company Limited,Finance,JFL,389,378,389,378,5744,3/16/2023
ICFC Finance Limited,Finance,ICFC,434,428,434,425.6,6168,3/16/2023
Nepal Doorsanchar Company Limited,Others,NTC,818,815.8,819,812.2,8860,3/16/2023
Global IME Bank Limited,Commercial Banks,GBIME,188.9,187.2,189,184,79373,3/16/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,179,180,181,178,25393,3/16/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,310.1,313,314,310,13609,3/16/2023
Garima Bikas Bank Limited,Development Banks,GBBL,347,354.8,355,347,11745,3/16/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,333,333.9,337,330,19582,3/16/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,390,387.9,394,380,44652,3/16/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,541,536.1,542,531.1,7229,3/16/2023
Manjushree Finance Ltd.,Finance,MFIL,440,442,446,440,5094,3/16/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,321,319,323.3,313.6,75335,3/16/2023
Ridi Power Company Limited,Hydro Power,RIDI,341.5,343,348,341.2,25501,3/16/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,749.1,720.3,749.1,720.3,800,3/16/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,608.2,619.5,620,608.1,622,3/16/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,500,497,500.9,491,3112,3/16/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,800,834,834,800,120,3/16/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,192.1,190.9,193,189.7,72137,3/19/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,755,742,755,739,53939,3/19/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,223.1,224,228.5,223.1,20727,3/19/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,223,221.6,225,221,15447,3/19/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,610.9,596.8,611,588,11899,3/19/2023
Janaki Finance Company Limited,Finance,JFL,380.1,380,384.9,379.1,6859,3/19/2023
ICFC Finance Limited,Finance,ICFC,430,427,432,420,9319,3/19/2023
Nepal Doorsanchar Company Limited,Others,NTC,816,817,826,814,8415,3/19/2023
Global IME Bank Limited,Commercial Banks,GBIME,190,187,190,186,70476,3/19/2023
Citizens Bank International Limited,Commercial Banks,CZBIL,180,179,182,179,15499,3/19/2023
Mahalaxmi Bikas Bank Ltd.,Development Banks,MLBL,316,310.3,316,310.3,14564,3/19/2023
Garima Bikas Bank Limited,Development Banks,GBBL,361.8,355,361.8,353,11901,3/19/2023
SHINE RESUNGA DEVELOPMENT BANK LTD,Development Banks,SHINE,335,331.7,335,331,7848,3/19/2023
Muktinath Bikas Bank Ltd.,Development Banks,MNBBL,389.6,387,390,385,10979,3/19/2023
First Micro Finance Laghubitta Bittiya Sanstha Limited,Microfinance,FMDBL,531,531.1,536,530.1,5474,3/19/2023
Manjushree Finance Ltd.,Finance,MFIL,443,444.8,448,438.2,7446,3/19/2023
Sanima Mai Hydropower Limited,Hydro Power,SHPC,324,319,324,318.5,31606,3/19/2023
Ridi Power Company Limited,Hydro Power,RIDI,349.7,342,349.7,342,17937,3/19/2023
Laxmi Laghubitta Bittiya Sanstha Ltd.,Microfinance,LLBS,706,698.6,707,698.6,938,3/19/2023
Himalayan Laghubitta Bittiya Sanstha Limited,Microfinance,HLBSL,629,612,629,611,457,3/19/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,500,492,500,492,2825,3/19/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,834,834,834,834,0,3/19/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,192,191.4,194,190.2,41833,3/20/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,749,738,749,731.1,84134,3/20/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,227,224,227,223.2,25501,3/20/2023
Soaltee Hotel Limited,Hotels And Tourism,SHL,222.5,226,226,222.1,21899,3/20/2023
Nirdhan Utthan Laghubitta Bittiya Sanstha Limited,Microfinance,NUBL,600,594,600,590,13725,3/20/2023
RSDC Laghubitta Bittiya Sanstha Ltd.,Microfinance,RSDC,487.9,481.1,490,480,2273,4/10/2023
Wean Nepal Laghubitta Bittiya Sanstha Limited,Microfinance,WNLB,712,699.9,722.1,697.1,271,4/10/2023
Nepal Investment Mega Bank Limited,Commercial Banks,NIMB,177,183.5,187.2,177,83463,4/11/2023
NIC Asia Bank Ltd.,Commercial Banks,NICA,700,697.5,704,692.3,24498,4/11/2023
Machhapuchhre Bank Limited,Commercial Banks,MBL,221.6,224,224,218,21777,4/11/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,601,596,603.9,596,1549,3/19/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,274,274,275,270,14125,3/19/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,297.3,297.1,304.9,295,11082,3/19/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,614,602.1,614,602.1,586,3/19/2023
Sindhu Bikash Bank Ltd,Development Banks,SINDU,261.4,263,265.9,260.6,1774,3/19/2023
Barun Hydropower Co. Ltd.,Hydro Power,BARUN,263,263,265,258,20032,3/19/2023
Vijaya laghubitta Bittiya Sanstha Ltd.,Microfinance,VLBS,762.9,750,762.9,740.1,331,3/19/2023
Kisan Lagubitta Bittiya Sanstha Limited,Microfinance,KLBSL,703,666.4,703,666.4,444,3/19/2023
API POWER COMPANY LIMITED,Hydro Power,API,257,257.1,260.7,256.6,63739,3/19/2023
NMB  Microfinance Bittiya Sanstha Ltd.,Microfinance,NMBMF,536,548,555.9,535.5,1610,3/19/2023
Global IME Laghubitta Bittiya Sanstha Ltd.,Microfinance,GILB,749,741,760,733.1,1118,3/19/2023
Suryodaya Womi Laghubitta Bittiya Sanstha Limited,Microfinance,SWMF,681.1,680.1,689.9,680.1,1603,3/19/2023
Mero Microfinance Bittiya Sanstha Ltd.,Microfinance,MERO,563,556.1,570,556,2790,3/19/2023
Hydorelectricity Investment and Development Company Ltd,Investment,HIDCL,197,196,198,195.4,54230,3/19/2023
Ngadi Group Power Ltd.,Hydro Power,NGPL,271,276,280.1,271,56583,3/19/2023
Forward Microfinance Laghubitta Bittiya Sanstha Limited,Microfinance,FOWAD,1270,1260,1299,1260,4881,3/19/2023
United Modi Hydropower Ltd.,Hydro Power,UMHL,277.7,273,277.7,271,22208,3/19/2023
Samata Gharelu Laghubitta Bittiya Sanstha Limited,Microfinance,SMATA,610.1,618,619,606.7,563,3/19/2023
Chhyangdi Hydropower Ltd.,Hydro Power,CHL,321,319.1,330,315.1,23210,3/19/2023
Mahuli Laghubitta Bittiya Sanstha Limited,Microfinance,MSLB,885.3,875,887,875,263,3/19/2023
Saptakoshi Development bank Ltd,Development Banks,SAPDBL,247,247.9,249,242,2446,3/19/2023
Himalayan Hydropower Limited,Hydro Power,HHL,298,304.9,309.9,294.1,4527,3/19/2023
Himalayan Bank Limited,Commercial Banks,HBL,233,239,240,233,36318,3/20/2023
Nepal SBI Bank Limited,Commercial Banks,SBI,323,322,323,316.5,47848,3/20/2023
Everest Bank Limited,Commercial Banks,EBL,505,506,510,505,20767,3/20/2023
Siddhartha Bank Limited,Commercial Banks,SBL,261,255,262,254.8,50613,3/20/2023
Butwal Power Company Limited,Hydro Power,BPCL,325,324.9,325,319,3975,3/20/2023
Chilime Hydropower Company Limited,Hydro Power,CHCL,466,479,479,466,27743,3/20/2023
Sanima Bank Limited,Commercial Banks,SANIMA,243,243.5,243.9,239.4,24078,3/20/2023
Unilever Nepal Limited,Manufacturing And Processing,UNL,20210,20500,20500,20210,166,3/20/2023
Himalayan Distillery Limited,Manufacturing And Processing,HDL,1975,1998,2000,1965,17248,3/20/2023
Pokhara Finance Ltd.,Finance,PFL,380,380.1,387,377.3,5110,3/20/2023
NMB Bank Limited,Commercial Banks,NMB,221,222,224,220,26799,3/20/2023
Shree Investment Finance Co. Ltd.,Finance,SIFC,326,330,330,322.1,6266,3/20/2023
Guheswori Merchant Banking & Finance Ltd.,Finance,GMFIL,329,327,329.8,325,2010,3/20/2023
Swabalamban Laghubitta Bittiya Sanstha Limited,Microfinance,SWBBL,780.1,795.2,810,779.1,990,3/20/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,300,304,304.8,299,39688,3/20/2023
Arun Valley Hydropower Development Co. Ltd.,Hydro Power,AHPC,293.9,305,306,292,108050,4/12/2023
Nerude Mirmire Laghubitta Bittiya Sanstha Limited,Microfinance,NMLBBL,609,642,644,600,4554,4/12/2023
Jyoti Bikas Bank Limited,Development Banks,JBBL,267.9,281.8,281.8,267.9,34077,4/12/2023
SHANGRI-LA DEVELOPMENT BANK LIMITED,Development Banks,SADBL,291.7,303,306.8,290.9,20494,4/12/2023
Swarojgar Laghubitta Bittiya Sanstha Ltd.,Microfinance,SLBBL,588,610.9,610.9,588,5105,4/12/2023
